,sentence_id,token_id,semiotic,before,after
317845,17113,0,PLAIN,Jafnt,Jafnt
317846,17113,1,PLAIN,var,var
317847,17113,2,PLAIN,að,að
317848,17113,3,PLAIN,loknum,loknum
317849,17113,4,PLAIN,venjulegum,venjulegum
317850,17113,5,PLAIN,leiktíma,leiktíma
317851,17113,6,SPORT,0-0,núll núll
317852,17113,7,PUNCT,",",","
317853,17113,8,PLAIN,þrátt,þrátt
317854,17113,9,PLAIN,fyrir,fyrir
317855,17113,10,PLAIN,að,að
317856,17113,11,PLAIN,Njarðvíkurstrákarnir,Njarðvíkurstrákarnir
317857,17113,12,PLAIN,hafi,hafi
317858,17113,13,PLAIN,átt,átt
317859,17113,14,PLAIN,betri,betri
317860,17113,15,PLAIN,og,og
317861,17113,16,PLAIN,hættulegri,hættulegri
317862,17113,17,PLAIN,færi,færi
317863,17113,18,PUNCT,.,.
319596,17207,0,PLAIN,Lokatölur,Lokatölur
319597,17207,1,SPORT,3-2,þrjú tvö
319598,17207,2,PLAIN,á,á
319599,17207,3,PLAIN,heimavelli,heimavelli
319600,17207,4,PLAIN,en,en
319601,17207,5,CARDINAL,2,tvö
319602,17207,6,PLAIN,frábær,frábær
319603,17207,7,PLAIN,skallamörk,skallamörk
319604,17207,8,PLAIN,frá,frá
319605,17207,9,PLAIN,Einari,Einari
319606,17207,10,PLAIN,Orra,Orra
319607,17207,11,PLAIN,Einarssyni,Einarssyni
319608,17207,12,PLAIN,tryggðu,tryggðu
319609,17207,13,PLAIN,Keflvíkingum,Keflvíkingum
319610,17207,14,PLAIN,stigin,stigin
319611,17207,15,CARDINAL,3,þrjú
319612,17207,16,PLAIN,í,í
319613,17207,17,PLAIN,kvöld,kvöld
319614,17207,18,PUNCT,.,.
323139,17400,0,PLAIN,Staðan,Staðan
323140,17400,1,SPORT,20-25,tuttugu tuttugu og fimm
323141,17400,2,PLAIN,eftir,eftir
323142,17400,3,PLAIN,fyrsta,fyrsta
323143,17400,4,PLAIN,leikhluta,leikhluta
323144,17400,5,PUNCT,.,.
324106,17453,0,SPORT,94-74,níutíu og fjögur sjötíu og fjögur
324107,17453,1,PLAIN,fyrir,fyrir
324108,17453,2,LETTERS,KR,K R
324109,17453,3,PLAIN,þegar,þegar
324110,17453,4,CARDINAL,4,fjórar
324111,17453,5,PLAIN,mínútur,mínútur
324112,17453,6,PLAIN,eru,eru
324113,17453,7,PLAIN,eftir,eftir
324114,17453,8,PUNCT,",",","
324115,17453,9,PLAIN,það,það
324116,17453,10,PLAIN,þarf,þarf
324117,17453,11,PLAIN,kraftaverk,kraftaverk
324118,17453,12,PLAIN,til,til
324119,17453,13,PLAIN,að,að
324120,17453,14,PLAIN,Keflvíkingar,Keflvíkingar
324121,17453,15,PLAIN,komist,komist
324122,17453,16,PLAIN,inn,inn
324123,17453,17,PLAIN,í,í
324124,17453,18,PLAIN,leikinn,leikinn
324980,17500,0,PLAIN,Grindavík-Stjarnan,Grindavík-Stjarnan
324981,17500,1,SPORT,90-86,níutíu áttatíu og sex
324982,17500,2,PUNCT,(,(
324983,17500,3,SPORT,25-26,tuttugu og fimm tuttugu og sex
324984,17500,4,PUNCT,",",","
324985,17500,5,SPORT,23-15,tuttugu og þrjú fimmtán
324986,17500,6,PUNCT,",",","
324987,17500,7,SPORT,14-22,fjórtán tuttugu og tvö
324988,17500,8,PUNCT,",",","
324989,17500,9,SPORT,28-23,tuttugu og átta tuttugu og þrjú
324990,17500,10,PUNCT,),)
324991,17500,11,PLAIN,Stigaskor,Stigaskor
324992,17500,12,PLAIN,Grindavíkur,Grindavíkur
324993,17500,13,PUNCT,:,:
324994,17500,14,PLAIN,Aaron,Aaron
324995,17500,15,PLAIN,Broussard,Broussard
324996,17500,16,SPORT,24/7,tuttugu og fjögur <sil> sjö
324997,17500,17,PLAIN,fráköst,fráköst
324998,17500,18,PUNCT,",",","
324999,17500,19,PLAIN,Þorleifur,Þorleifur
325000,17500,20,PLAIN,Ólafsson,Ólafsson
325001,17500,21,SPORT,19/5,nítján <sil> fimm
325002,17500,22,PLAIN,fráköst,fráköst
325003,17500,23,PUNCT,",",","
325004,17500,24,PLAIN,Sigurður,Sigurður
325005,17500,25,PLAIN,Gunnar,Gunnar
325006,17500,26,PLAIN,Þorsteinsson,Þorsteinsson
325007,17500,27,SPORT,16/6,sextán <sil> sex
325008,17500,28,PLAIN,fráköst,fráköst
325009,17500,29,PUNCT,",",","
325010,17500,30,PLAIN,Samuel,Samuel
325011,17500,31,PLAIN,Zeglinski,Zeglinski
325012,17500,32,SPORT,14/5,fjórtán <sil> fimm
325013,17500,33,PLAIN,fráköst,fráköst
325014,17500,34,SYMB,/,skástrik
325015,17500,35,CARDINAL,8,átta
325016,17500,36,PLAIN,stoðsendingar,stoðsendingar
325017,17500,37,PUNCT,",",","
325018,17500,38,PLAIN,Jóhann,Jóhann
325019,17500,39,PLAIN,Árni,Árni
325020,17500,40,PLAIN,Ólafsson,Ólafsson
325021,17500,41,CARDINAL,11,ellefu
325022,17500,42,PUNCT,",",","
325023,17500,43,PLAIN,Ómar,Ómar
325024,17500,44,PLAIN,Örn,Örn
325025,17500,45,PLAIN,Sævarsson,Sævarsson
325026,17500,46,SPORT,5/12,fimm <sil> tólf
325027,17500,47,PLAIN,fráköst,fráköst
325028,17500,48,PUNCT,",",","
325029,17500,49,PLAIN,Davíð,Davíð
325030,17500,50,PLAIN,Ingi,Ingi
325031,17500,51,PLAIN,Bustion,Bustion
325032,17500,52,CARDINAL,1,eitt
325033,17500,53,PUNCT,.,.
327702,17647,0,ORDINAL,3.,þriðji
327703,17647,1,PLAIN,þáttur,þáttur
327704,17647,2,PUNCT,-,-
327705,17647,3,DATE,21. september 2012,tuttugasta og fyrsta september tvö þúsund og tólf
327706,17647,4,SYMB,/,skástrik
327707,17647,5,PLAIN,Garðabær,Garðabær
327708,17647,6,SPORT,91-62,níutíu og eitt sextíu og tvö
327709,17647,7,PLAIN,Norðurþing,Norðurþing
328300,17680,0,PLAIN,Mósebók,Mósebók
328301,17680,1,SPORT,12:13,tólf þrettán
328302,17680,2,PUNCT,),)
329505,17742,0,PLAIN,Síle,Síle
329506,17742,1,SPORT,3-1,þrjú eitt
329507,17742,2,PLAIN,Mexíkó,Mexíkó
332149,17883,0,PLAIN,Keflvíkingar,Keflvíkingar
332150,17883,1,PLAIN,fögnuðu,fögnuðu
332151,17883,2,PLAIN,sínum,sínum
332152,17883,3,PLAIN,fimmta,fimmta
332153,17883,4,PLAIN,sigri,sigri
332154,17883,5,PLAIN,í,í
332155,17883,6,PLAIN,röð,röð
332156,17883,7,PLAIN,í,í
332157,17883,8,PLAIN,Dominos-deild,Dominos-deild
332158,17883,9,PLAIN,karla,karla
332159,17883,10,PLAIN,í,í
332160,17883,11,PLAIN,körfubolta,körfubolta
332161,17883,12,PLAIN,í,í
332162,17883,13,PLAIN,kvöld,kvöld
332163,17883,14,PUNCT,",",","
332164,17883,15,PLAIN,þegar,þegar
332165,17883,16,PLAIN,þeir,þeir
332166,17883,17,PLAIN,lögðu,lögðu
332167,17883,18,PLAIN,Þór,Þór
332168,17883,19,PLAIN,Þorlákshöfn,Þorlákshöfn
332169,17883,20,PUNCT,",",","
332170,17883,21,SPORT,97-88,níutíu og sjö áttatíu og átta
332171,17883,22,PLAIN,á,á
332172,17883,23,PLAIN,heimavelli,heimavelli
332173,17883,24,PLAIN,sínum,sínum
332174,17883,25,PUNCT,.,.
332275,17890,0,PLAIN,Hann,Hann
332276,17890,1,PLAIN,átti,átti
332277,17890,2,PLAIN,gott,gott
332278,17890,3,PLAIN,skot,skot
332279,17890,4,PLAIN,að,að
332280,17890,5,PLAIN,marki,marki
332281,17890,6,PLAIN,inn,inn
332282,17890,7,PLAIN,í,í
332283,17890,8,PLAIN,teig,teig
332284,17890,9,PLAIN,en,en
332285,17890,10,PLAIN,Hörður,Hörður
332286,17890,11,PLAIN,Sveinsson,Sveinsson
332287,17890,12,PLAIN,hirti,hirti
332288,17890,13,PLAIN,frákast,frákast
332289,17890,14,PLAIN,markvarðarins,markvarðarins
332290,17890,15,PLAIN,og,og
332291,17890,16,PLAIN,skoraði,skoraði
332292,17890,17,SPORT,3-2,þrjú tvö
332293,17890,18,PUNCT,.,.
334784,18013,0,PLAIN,Keflvíkingar,Keflvíkingar
334785,18013,1,PLAIN,komust,komust
334786,18013,2,PLAIN,í,í
334787,18013,3,SPORT,5-9,fimm níu
334788,18013,4,PLAIN,en,en
334789,18013,5,PLAIN,þá,þá
334790,18013,6,PLAIN,kom,kom
334791,18013,7,PLAIN,Kristján,Kristján
334792,18013,8,PLAIN,Rúnar,Rúnar
334793,18013,9,PLAIN,Sigurðsson,Sigurðsson
334794,18013,10,PLAIN,inn,inn
334795,18013,11,PLAIN,á,á
334796,18013,12,PLAIN,í,í
334797,18013,13,PLAIN,Njarðvíkurliðinu,Njarðvíkurliðinu
334798,18013,14,PLAIN,og,og
334799,18013,15,PLAIN,minnti,minnti
334800,18013,16,PLAIN,rækilega,rækilega
334801,18013,17,PLAIN,á,á
334802,18013,18,PLAIN,afhverju,afhverju
334803,18013,19,PLAIN,hann,hann
334804,18013,20,PLAIN,er,er
334805,18013,21,PLAIN,kallaður,kallaður
334806,18013,22,PUNCT,",",","
334807,18013,23,PUNCT,",",","
334808,18013,24,PLAIN,Byss.,Byss.
334809,18013,25,PUNCT,“,“
334855,18017,0,PLAIN,Keflvíkingar,Keflvíkingar
334856,18017,1,PLAIN,unnu,unnu
334857,18017,2,PLAIN,með,með
334858,18017,3,CARDINAL,51,fimmtíu og eins
334859,18017,4,PLAIN,stigs,stigs
334860,18017,5,PLAIN,mun,mun
334861,18017,6,PUNCT,",",","
334862,18017,7,SPORT,107-56,hundrað og sjö fimmtíu og sex
334863,18017,8,PLAIN,þar,þar
334864,18017,9,PLAIN,sem,sem
334865,18017,10,CARDINAL,11,ellefu
334866,18017,11,PLAIN,Keflvíkingar,Keflvíkingar
334867,18017,12,PLAIN,komust,komust
334868,18017,13,PLAIN,á,á
334869,18017,14,PLAIN,blað,blað
334870,18017,15,PUNCT,.,.
335019,18025,0,PLAIN,Grindavík-Þór,Grindavík-Þór
335020,18025,1,LETTERS,Þ.,Þ
335021,18025,2,SPORT,93-84,níutíu og þrjú áttatíu og fjögur
335022,18025,3,PLAIN,Grindavík,Grindavík
335023,18025,4,PUNCT,:,:
335024,18025,5,PLAIN,Sigurður,Sigurður
335025,18025,6,PLAIN,Gunnar,Gunnar
335026,18025,7,PLAIN,Þorsteinsson,Þorsteinsson
335027,18025,8,SPORT,26/11,tuttugu og sex <sil> ellefu
335028,18025,9,PLAIN,fráköst,fráköst
335029,18025,10,PUNCT,",",","
335030,18025,11,PLAIN,Earnest,Earnest
335031,18025,12,PLAIN,Lewis,Lewis
335032,18025,13,PLAIN,Clinch,Clinch
335033,18025,14,ABBR,Jr,yngri
335034,18025,15,PUNCT,.,.
336769,18118,0,PLAIN,Snemma,Snemma
336770,18118,1,PLAIN,í,í
336771,18118,2,PLAIN,þriðja,þriðja
336772,18118,3,PLAIN,leikhluta,leikhluta
336773,18118,4,PLAIN,náði,náði
336774,18118,5,LETTERS,ÍR,Í R
336775,18118,6,PLAIN,sínu,sínu
336776,18118,7,PLAIN,mesta,mesta
336777,18118,8,PLAIN,forskoti,forskoti
336778,18118,9,PLAIN,í,í
336779,18118,10,PLAIN,leiknum,leiknum
336780,18118,11,PLAIN,þegar,þegar
336781,18118,12,PLAIN,Sveinbjörn,Sveinbjörn
336782,18118,13,PLAIN,Claessen,Claessen
336783,18118,14,PLAIN,setti,setti
336784,18118,15,PLAIN,niður,niður
336785,18118,16,PLAIN,þrist,þrist
336786,18118,17,PLAIN,og,og
336787,18118,18,PLAIN,staðan,staðan
336788,18118,19,PLAIN,orðin,orðin
336789,18118,20,SPORT,60-37,sextíu þrjátíu og sjö
336790,18118,21,PUNCT,.,.
340301,18308,0,PLAIN,Grindavík-,Grindavík-
340302,18308,1,LETTERS,KR,K R
340303,18308,2,SPORT,71-73,sjötíu og eitt sjötíu og þrjú
340304,18308,3,PUNCT,(,(
340305,18308,4,SPORT,17-19,sautján nítján
340306,18308,5,PUNCT,",",","
340307,18308,6,SPORT,20-22,tuttugu tuttugu og tvö
340308,18308,7,PUNCT,",",","
340309,18308,8,SPORT,26-15,tuttugu og sex fimmtán
340310,18308,9,PUNCT,",",","
340311,18308,10,SPORT,8-17,átta sautján
340312,18308,11,PUNCT,),)
340313,18308,12,PLAIN,Grindavík,Grindavík
340314,18308,13,PUNCT,:,:
340315,18308,14,PLAIN,Rodney,Rodney
340316,18308,15,PLAIN,Alexander,Alexander
340317,18308,16,SPORT,25/12,tuttugu og fimm <sil> tólf
340318,18308,17,PLAIN,fráköst,fráköst
340319,18308,18,PUNCT,",",","
340320,18308,19,PLAIN,Jón,Jón
340321,18308,20,PLAIN,Axel,Axel
340322,18308,21,PLAIN,Guðmundsson,Guðmundsson
340323,18308,22,SPORT,12/7,tólf <sil> sjö
340324,18308,23,PLAIN,fráköst,fráköst
340325,18308,24,SYMB,/,skástrik
340326,18308,25,CARDINAL,6,sex
340327,18308,26,PLAIN,stoðsendingar,stoðsendingar
340328,18308,27,PUNCT,",",","
340329,18308,28,PLAIN,Ólafur,Ólafur
340330,18308,29,PLAIN,Ólafsson,Ólafsson
340331,18308,30,SPORT,12/7,tólf <sil> sjö
340332,18308,31,PLAIN,fráköst,fráköst
340333,18308,32,PUNCT,",",","
340334,18308,33,PLAIN,Jóhann,Jóhann
340335,18308,34,PLAIN,Árni,Árni
340336,18308,35,PLAIN,Ólafsson,Ólafsson
340337,18308,36,CARDINAL,10,tíu
340338,18308,37,PUNCT,",",","
340339,18308,38,PLAIN,Ómar,Ómar
340340,18308,39,PLAIN,Örn,Örn
340341,18308,40,PLAIN,Sævarsson,Sævarsson
340342,18308,41,SPORT,5/6,fimm <sil> sex
340343,18308,42,PLAIN,fráköst,fráköst
340344,18308,43,PUNCT,",",","
340345,18308,44,PLAIN,Daníel,Daníel
340346,18308,45,PLAIN,Guðni,Guðni
340347,18308,46,PLAIN,Guðmundsson,Guðmundsson
340348,18308,47,SPORT,5/4,fimm <sil> fjögur
340349,18308,48,PLAIN,fráköst,fráköst
340350,18308,49,PUNCT,",",","
340351,18308,50,PLAIN,Hinrik,Hinrik
340352,18308,51,PLAIN,Guðbjartsson,Guðbjartsson
340353,18308,52,CARDINAL,2,tvö
340354,18308,53,PUNCT,",",","
340355,18308,54,PLAIN,Björn,Björn
340356,18308,55,PLAIN,Steinar,Steinar
340357,18308,56,PLAIN,Brynjólfsson,Brynjólfsson
340358,18308,57,CARDINAL,0,núll
340359,18308,58,PUNCT,",",","
340360,18308,59,PLAIN,Kristófer,Kristófer
340361,18308,60,PLAIN,Breki,Breki
340362,18308,61,PLAIN,Gylfason,Gylfason
340363,18308,62,CARDINAL,0,núll
340364,18308,63,PUNCT,",",","
340365,18308,64,PLAIN,Nökkvi,Nökkvi
340366,18308,65,PLAIN,Harðarson,Harðarson
340367,18308,66,CARDINAL,0,núll
340368,18308,67,PUNCT,",",","
340369,18308,68,PLAIN,Oddur,Oddur
340370,18308,69,PLAIN,Rúnar,Rúnar
340371,18308,70,PLAIN,Kristjánsson,Kristjánsson
340372,18308,71,CARDINAL,0,núll
340373,18308,72,PUNCT,",",","
340374,18308,73,PLAIN,Þorsteinn,Þorsteinn
340375,18308,74,PLAIN,Finnbogason,Finnbogason
340376,18308,75,CARDINAL,0,núll
340377,18308,76,PUNCT,.,.
346125,18614,0,PLAIN,Með,Með
346126,18614,1,PLAIN,Margréti,Margréti
346127,18614,2,PLAIN,Köru,Köru
346128,18614,3,PLAIN,Sturludóttur,Sturludóttur
346129,18614,4,PLAIN,utan,utan
346130,18614,5,PLAIN,vallar,vallar
346131,18614,6,PLAIN,náði,náði
346132,18614,7,PLAIN,Njarðvík,Njarðvík
346133,18614,8,SPORT,7-0,sjö núll
346134,18614,9,PLAIN,áhlaupi,áhlaupi
346135,18614,10,PLAIN,og,og
346136,18614,11,PLAIN,minnkaði,minnkaði
346137,18614,12,PLAIN,muninn,muninn
346138,18614,13,PLAIN,í,í
346139,18614,14,SPORT,45-40,fjörutíu og fimm fjörutíu
346140,18614,15,PUNCT,.,.
346738,18645,0,PLAIN,Með,Með
346739,18645,1,CARDINAL,3,þriggja
346740,18645,2,PLAIN,stiga,stiga
346741,18645,3,PLAIN,körfu,körfu
346742,18645,4,PLAIN,frá,frá
346743,18645,5,PLAIN,Birnu,Birnu
346744,18645,6,PLAIN,Valgarðsdóttur,Valgarðsdóttur
346745,18645,7,PLAIN,komust,komust
346746,18645,8,PLAIN,gestirnir,gestirnir
346747,18645,9,PLAIN,í,í
346748,18645,10,SPORT,63-72,sextíu og þrjú sjötíu og tvö
346749,18645,11,PLAIN,og,og
346750,18645,12,PLAIN,á,á
346751,18645,13,PLAIN,mögnuðum,mögnuðum
346752,18645,14,CARDINAL,15,fimmtán
346753,18645,15,PLAIN,sekúndum,sekúndum
346754,18645,16,PLAIN,undir,undir
346755,18645,17,PLAIN,lok,lok
346756,18645,18,PLAIN,leikhlutans,leikhlutans
346757,18645,19,PLAIN,sjóðhitnaði,sjóðhitnaði
346758,18645,20,PLAIN,undir,undir
346759,18645,21,PLAIN,gestunum,gestunum
346760,18645,22,PUNCT,.,.
346941,18656,0,PLAIN,Í,Í
346942,18656,1,PLAIN,gær,gær
346943,18656,2,PLAIN,áttust,áttust
346944,18656,3,PLAIN,Grindvíkingar,Grindvíkingar
346945,18656,4,PLAIN,og,og
346946,18656,5,PLAIN,Njarðvíkingar,Njarðvíkingar
346947,18656,6,PLAIN,við,við
346948,18656,7,PLAIN,og,og
346949,18656,8,PLAIN,lauk,lauk
346950,18656,9,PLAIN,leiknum,leiknum
346951,18656,10,PLAIN,með,með
346952,18656,11,PLAIN,sigri,sigri
346953,18656,12,PLAIN,Íslandsmeistara,Íslandsmeistara
346954,18656,13,PLAIN,Grindavíkur,Grindavíkur
346955,18656,14,PUNCT,",",","
346956,18656,15,SPORT,78:73,sjötíu og átta sjötíu og þrjú
346957,18656,16,PUNCT,.,.
347217,18673,0,PLAIN,Keflvíkingar,Keflvíkingar
347218,18673,1,PLAIN,komust,komust
347219,18673,2,PLAIN,í,í
347220,18673,3,SPORT,5-0,fimm núll
347221,18673,4,PLAIN,en,en
347222,18673,5,PLAIN,Jóhann,Jóhann
347223,18673,6,PLAIN,Birnir,Birnir
347224,18673,7,PLAIN,Guðmundsson,Guðmundsson
347225,18673,8,PLAIN,gerði,gerði
347226,18673,9,PLAIN,sér,sér
347227,18673,10,PLAIN,lítð,lítð
347228,18673,11,PLAIN,fyrir,fyrir
347229,18673,12,PLAIN,og,og
347230,18673,13,PLAIN,skoraði,skoraði
347231,18673,14,PLAIN,þrennu,þrennu
347232,18673,15,PLAIN,eftir,eftir
347233,18673,16,PLAIN,að,að
347234,18673,17,PLAIN,hafa,hafa
347235,18673,18,PLAIN,komið,komið
347236,18673,19,PLAIN,inn,inn
347237,18673,20,PLAIN,sem,sem
347238,18673,21,PLAIN,varamaður,varamaður
347239,18673,22,PUNCT,.,.
350411,18844,0,PLAIN,Keflavíkurstúlkur,Keflavíkurstúlkur
350412,18844,1,PLAIN,sigruðu,sigruðu
350413,18844,2,PLAIN,svo,svo
350414,18844,3,PLAIN,Valsstúlkur,Valsstúlkur
350415,18844,4,SPORT,58-63,fimmtíu og átta sextíu og þrjú
350416,18844,5,PUNCT,.,.
350762,18863,0,PLAIN,Snæfell,Snæfell
350763,18863,1,PLAIN,leiddi,leiddi
350764,18863,2,PLAIN,eftir,eftir
350765,18863,3,PLAIN,fyrsta,fyrsta
350766,18863,4,PLAIN,leikhlutann,leikhlutann
350767,18863,5,SPORT,19-12,nítján tólf
350768,18863,6,PUNCT,.,.
350965,18874,0,PLAIN,Keflvíkingar,Keflvíkingar
350966,18874,1,PLAIN,þurftu,þurftu
350967,18874,2,PLAIN,að,að
350968,18874,3,PLAIN,sætta,sætta
350969,18874,4,PLAIN,sig,sig
350970,18874,5,PLAIN,við,við
350971,18874,6,SPORT,0-1,núll eitt
350972,18874,7,PLAIN,tap,tap
350973,18874,8,PLAIN,gegn,gegn
350974,18874,9,LETTERS,KR,K R
350975,18874,10,PLAIN,í,í
350976,18874,11,PLAIN,kvöld,kvöld
350977,18874,12,PLAIN,er,er
350978,18874,13,PLAIN,liðin,liðin
350979,18874,14,PLAIN,mættust,mættust
350980,18874,15,PLAIN,í,í
350981,18874,16,ORDINAL,17.,sautjándu
350982,18874,17,PLAIN,umferð,umferð
350983,18874,18,PLAIN,Pepsí,Pepsí
350984,18874,19,PLAIN,deildar,deildar
350985,18874,20,PLAIN,karla,karla
350986,18874,21,PUNCT,.,.
352666,18969,0,PLAIN,Njarðvíkingar,Njarðvíkingar
352667,18969,1,PLAIN,byrjuðu,byrjuðu
352668,18969,2,PLAIN,leikinn,leikinn
352669,18969,3,PLAIN,betur,betur
352670,18969,4,PLAIN,og,og
352671,18969,5,PLAIN,komust,komust
352672,18969,6,PLAIN,fljótlega,fljótlega
352673,18969,7,PLAIN,í,í
352674,18969,8,SPORT,24-12,tuttugu og fjögur tólf
352675,18969,9,PLAIN,og,og
352676,18969,10,PLAIN,fór,fór
352677,18969,11,PLAIN,Christopher,Christopher
352678,18969,12,PLAIN,Smith,Smith
352679,18969,13,PLAIN,mikinn,mikinn
352680,18969,14,PLAIN,og,og
352681,18969,15,PLAIN,var,var
352682,18969,16,PLAIN,með,með
352683,18969,17,CARDINAL,12,tólf
352684,18969,18,PLAIN,stig,stig
352685,18969,19,PLAIN,af,af
352686,18969,20,CARDINAL,24,tuttugu og fjórum
352687,18969,21,PUNCT,.,.
355872,19145,0,PLAIN,Snæfell,Snæfell
355873,19145,1,PUNCT,:,:
355874,19145,2,PLAIN,Jay,Jay
355875,19145,3,PLAIN,Threatt,Threatt
355876,19145,4,SPORT,21/7,tuttugu og eitt <sil> sjö
355877,19145,5,PLAIN,fráköst,fráköst
355878,19145,6,SYMB,/,skástrik
355879,19145,7,CARDINAL,6,sex
355880,19145,8,PLAIN,stoðsendingar,stoðsendingar
355881,19145,9,PUNCT,",",","
355882,19145,10,PLAIN,Ryan,Ryan
355883,19145,11,PLAIN,Amaroso,Amaroso
355884,19145,12,SPORT,18/16,átján <sil> sextán
355885,19145,13,PLAIN,fráköst,fráköst
355886,19145,14,PUNCT,",",","
355887,19145,15,PLAIN,Jón,Jón
355888,19145,16,PLAIN,Ólafur,Ólafur
355889,19145,17,PLAIN,Jónsson,Jónsson
355890,19145,18,SPORT,16/6,sextán <sil> sex
355891,19145,19,PLAIN,fráköst,fráköst
355892,19145,20,PUNCT,",",","
355893,19145,21,PLAIN,Sigurður,Sigurður
355894,19145,22,LETTERS,Á.,Á
355895,19145,23,PLAIN,Þorvaldsson,Þorvaldsson
355896,19145,24,CARDINAL,16,sextán
355897,19145,25,PUNCT,",",","
355898,19145,26,PLAIN,Pálmi,Pálmi
355899,19145,27,PLAIN,Freyr,Freyr
355900,19145,28,PLAIN,Sigurgeirsson,Sigurgeirsson
355901,19145,29,SPORT,8/5,átta <sil> fimm
355902,19145,30,PLAIN,fráköst,fráköst
355903,19145,31,PUNCT,",",","
355904,19145,32,PLAIN,Sveinn,Sveinn
355905,19145,33,PLAIN,Arnar,Arnar
355906,19145,34,PLAIN,Davíðsson,Davíðsson
355907,19145,35,CARDINAL,3,þrjú
355908,19145,36,PUNCT,",",","
355909,19145,37,PLAIN,Hafþór,Hafþór
355910,19145,38,PLAIN,Ingi,Ingi
355911,19145,39,PLAIN,Gunnarsson,Gunnarsson
355912,19145,40,CARDINAL,2,tvö
355913,19145,41,PUNCT,",",","
355914,19145,42,PLAIN,Stefán,Stefán
355915,19145,43,PLAIN,Karel,Karel
355916,19145,44,PLAIN,Torfason,Torfason
355917,19145,45,CARDINAL,0,núll
355918,19145,46,PUNCT,",",","
355919,19145,47,PLAIN,Jóhann,Jóhann
355920,19145,48,PLAIN,Kristófer,Kristófer
355921,19145,49,PLAIN,Sævarsson,Sævarsson
355922,19145,50,CARDINAL,0,núll
355923,19145,51,PUNCT,",",","
355924,19145,52,PLAIN,Óttar,Óttar
355925,19145,53,PLAIN,Sigurðsson,Sigurðsson
355926,19145,54,CARDINAL,0,núll
355927,19145,55,PUNCT,",",","
355928,19145,56,PLAIN,Ólafur,Ólafur
355929,19145,57,PLAIN,Torfason,Torfason
355930,19145,58,CARDINAL,0,núll
355931,19145,59,PUNCT,",",","
355932,19145,60,PLAIN,Þorbergur,Þorbergur
355933,19145,61,PLAIN,Helgi,Helgi
355934,19145,62,PLAIN,Sæþórsson,Sæþórsson
355935,19145,63,CARDINAL,0,núll
355936,19145,64,PUNCT,.,.
358719,19293,0,PLAIN,Heimamenn,Heimamenn
358720,19293,1,PLAIN,voru,voru
358721,19293,2,PLAIN,hins,hins
358722,19293,3,PLAIN,vegar,vegar
358723,19293,4,PLAIN,betri,betri
358724,19293,5,PLAIN,á,á
358725,19293,6,PLAIN,lokametrunum,lokametrunum
358726,19293,7,PLAIN,og,og
358727,19293,8,PLAIN,unnu,unnu
358728,19293,9,CARDINAL,4,fjögurra
358729,19293,10,PLAIN,stiga,stiga
358730,19293,11,PLAIN,sigur,sigur
358731,19293,12,PUNCT,",",","
358732,19293,13,SPORT,83-79,áttatíu og þrjú sjötíu og níu
358733,19293,14,PUNCT,.,.
360797,19410,0,ORDINAL,5.,fimmti
360798,19410,1,PLAIN,þáttur,þáttur
360799,19410,2,PUNCT,-,-
360800,19410,3,DATE,30. september 2011,þrítugasti september tvö þúsund og ellefu
360801,19410,4,SYMB,/,skástrik
360802,19410,5,PLAIN,Akranes,Akranes
360803,19410,6,SPORT,88-77,áttatíu og átta sjötíu og sjö
360804,19410,7,PLAIN,Dalvíkurbyggð,Dalvíkurbyggð
361548,19454,0,SPORT,22/18,tuttugu og tvö <sil> átján
361549,19454,1,PLAIN,fráköst,fráköst
361550,19454,2,PUNCT,",",","
361551,19454,3,PLAIN,Darri,Darri
361552,19454,4,PLAIN,Hilmarsson,Hilmarsson
361553,19454,5,SPORT,18/4,átján <sil> fjögur
361554,19454,6,PLAIN,fráköst,fráköst
361555,19454,7,PUNCT,",",","
361556,19454,8,PLAIN,Helgi,Helgi
361557,19454,9,PLAIN,Már,Már
361558,19454,10,PLAIN,Magnússon,Magnússon
361559,19454,11,SPORT,18/9,átján <sil> níu
361560,19454,12,PLAIN,fráköst,fráköst
361561,19454,13,PUNCT,",",","
361562,19454,14,PLAIN,Martin,Martin
361563,19454,15,PLAIN,Hermannsson,Hermannsson
361564,19454,16,CARDINAL,16,sextán
361565,19454,17,PUNCT,",",","
361566,19454,18,PLAIN,Pavel,Pavel
361567,19454,19,PLAIN,Ermolinskij,Ermolinskij
361568,19454,20,SPORT,13/8,þrettán <sil> átta
361569,19454,21,PLAIN,fráköst,fráköst
361570,19454,22,SYMB,/,skástrik
361571,19454,23,CARDINAL,11,ellefu
361572,19454,24,PLAIN,stoðsendingar,stoðsendingar
361573,19454,25,PUNCT,",",","
361574,19454,26,PLAIN,Brynjar,Brynjar
361575,19454,27,PLAIN,Þór,Þór
361576,19454,28,PLAIN,Björnsson,Björnsson
361577,19454,29,CARDINAL,6,sex
361578,19454,30,PUNCT,",",","
361579,19454,31,PLAIN,Högni,Högni
361580,19454,32,PLAIN,Fjalarsson,Fjalarsson
361581,19454,33,CARDINAL,0,núll
361582,19454,34,PUNCT,",",","
361583,19454,35,PLAIN,Illugi,Illugi
361584,19454,36,PLAIN,Steingrímsson,Steingrímsson
361585,19454,37,CARDINAL,0,núll
361586,19454,38,PUNCT,",",","
361587,19454,39,PLAIN,Ingvaldur,Ingvaldur
